title,snippet,type,context
"     Bedrijfsauto's zwaar      Algemene bouwwijze van het voertuig     Chassisraam, mee- of zelfdragende carrosserie (#Artikel 5.3.3)",[],moi,bedrijfsautos-zwaar-chassisraam-mee-of-zelfdragende-carrosserie-algemene-bouwwijze-van-het-voertuig.txt
"     Bedrijfsauto's zwaar      Algemene bouwwijze van het voertuig     Chassisraam, mee- of zelfdragende carrosserie (#Artikel 5.3.3)",[],reg,bedrijfsautos-zwaar-chassisraam-mee-of-zelfdragende-carrosserie-algemene-bouwwijze-van-het-voertuig.txt
"     Bedrijfsauto's zwaar      Algemene bouwwijze van het voertuig     Chassisraam, mee- of zelfdragende carrosserie (#Artikel 5.3.3)",[],moi,bedrijfsautos-zwaar-chassisraam-mee-of-zelfdragende-carrosserie-algemene-bouwwijze-van-het-voertuig.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Massa's (#Artikel 5.5.7),"['\r\n          De ledige massa van ', 'driewielige motorrijtuigen', ' die na 1 februari 1999 in gebruik zijn genomen, mag niet meer bedragen dan voor het betrokken voertuig in het kentekenregister of op het\xa0kentekenbewijs is vermeld, en in elk geval niet meer dan 1.000 kg.\r\n        ', '\r\n                      Bij twijfel wordt het voertuig gewogen. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.\r\n                    ']",reg,massas-afmetingen-en-massas-driewielige-motorrijtuigen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Massa's (#Artikel 5.5.7),['\r\n                      Bij twijfel wordt het voertuig gewogen. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.\r\n                    '],moi,massas-afmetingen-en-massas-driewielige-motorrijtuigen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Massa's (#Artikel 5.5.7),"['\r\n          De totale massa van ', 'driewielige motorrijtuigen', ' die na 1 februari 1999 in gebruik zijn genomen, mag niet meer bedragen dan voor het betrokken voertuig in het kentekenregister of op het kentekenbewijs die na 1 februari 1999 in gebruik zijn genomen, mag niet meer bedragen dan voor het betrokken voertuig in het kentekenregister of op het kentekenbewijs is vermeld, en in elk geval niet meer dan: ', ' ', '1.300 kg voor driewielige motorrijtuigen gebruikt in het personenvervoer;', '2.500 kg voor driewielige motorrijtuigen gebruikt in het goederenvervoer.', '\r\n        ', '\r\n                      Bij twijfel wordt het voertuig gewogen. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.\r\n                    ']",reg,massas-afmetingen-en-massas-driewielige-motorrijtuigen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Massa's (#Artikel 5.5.7),['\r\n                      Bij twijfel wordt het voertuig gewogen. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.\r\n                    '],moi,massas-afmetingen-en-massas-driewielige-motorrijtuigen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Massa's (#Artikel 5.5.7),[],reg,massas-afmetingen-en-massas-driewielige-motorrijtuigen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Massa's (#Artikel 5.5.7),[],moi,massas-afmetingen-en-massas-driewielige-motorrijtuigen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Massa's (#Artikel 5.5.7),[],reg,massas-afmetingen-en-massas-driewielige-motorrijtuigen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Massa's (#Artikel 5.5.7),[],moi,massas-afmetingen-en-massas-driewielige-motorrijtuigen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),"['\r\n          ', 'driewielige motorrijtuigen', ' die in gebruik zijn genomen na 31 oktober 1997 mogen:', ' ', 'niet langer zijn dan 4,00 m;', 'niet breder zijn dan 2,00 m, en', 'niet hoger zijn dan 2,50 m.', '\r\n        ', '\r\n                      In geval van twijfel wordt gemeten, waarbij ', 'artikel 5.1a.1', '\xa0van toepassing is.\r\n                    ']",reg,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),"['\r\n                      In geval van twijfel wordt gemeten, waarbij ', 'artikel 5.1a.1', '\xa0van toepassing is.\r\n                    ']",moi,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],reg,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],moi,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],reg,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],moi,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],reg,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],moi,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),"['\r\n          ', 'driewielige motorrijtuigen', ' \xa0die in gebruik zijn genomen voor 1 november 1997 mogen:', ' ', 'niet langer zijn dan 12,00 m;', 'niet breder zijn dan 2,55 m, en', 'niet hoger zijn dan 4,00 m.', '\r\n        ', '\r\n                      In geval van twijfel wordt gemeten, waarbij artikel ', '5.1a.1', '\xa0van toepassing is.\r\n                    ']",reg,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),"['\r\n                      In geval van twijfel wordt gemeten, waarbij artikel ', '5.1a.1', '\xa0van toepassing is.\r\n                    ']",moi,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],reg,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],moi,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],reg,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],moi,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],reg,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Driewielige motorrijtuigen      Afmetingen en massa's     Afmetingen (#Artikel 5.5.6),[],moi,afmetingen-en-massas-driewielige-motorrijtuigen-afmetingen.txt
     Bedrijfsauto's zwaar      Algemeen     Algemeen (#Artikel 5.3.0),"['\r\n          Een ', 'bedrijfsauto', '\xa0moet voldoen aan de in deze afdeling opgenomen eisen en wordt beoordeeld volgens de bijbehorende wijze van keuren, waarbij in voorkomend geval Aanvullende permanente eisen van toepassing zijn.\r\n        ']",reg,algemeen-bedrijfsautos-zwaar.txt
     Bedrijfsauto's zwaar      Algemeen     Algemeen (#Artikel 5.3.0),[],moi,algemeen-bedrijfsautos-zwaar.txt
     Bedrijfsauto's zwaar      Afmetingen en massa's     Massa's (#Artikel 5.3.7),"['\r\n          De last onder de assen van ', ""bedrijfsauto's"", ' mag niet meer bedragen dan de voor het betrokken voertuig in het kentekenregister of op\xa0het kentekenbewijs vermelde toegestane maximum aslasten.\r\n        ', '\r\n                      Bij twijfel wordt het voertuig gewogen. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.\r\n                    ']",reg,bedrijfsautos-zwaar-afmetingen-en-massas-massas.txt
     Bedrijfsauto's zwaar      Afmetingen en massa's     Massa's (#Artikel 5.3.7),['\r\n                      Bij twijfel wordt het voertuig gewogen. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.\r\n                    '],moi,bedrijfsautos-zwaar-afmetingen-en-massas-massas.txt
     Bedrijfsauto's zwaar      Afmetingen en massa's     Massa's (#Artikel 5.3.7),"['\r\n          De totale massa of de som van de aslasten van ', ""bedrijfsauto's"", ' mag niet meer bedragen dan de voor het betrokken voertuig in het kentekenregister of op de kentekencard dan wel het kentekenbewijs vermelde toegestane maximummassa.\r\n        ', '\r\n                      Bij twijfel wordt het voertuig gewogen. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.\r\n                    ']",reg,bedrijfsautos-zwaar-afmetingen-en-massas-massas.txt
     Bedrijfsauto's zwaar      Afmetingen en massa's     Massa's (#Artikel 5.3.7),['\r\n                      Bij twijfel wordt het voertuig gewogen. Aan deze eis wordt niet getoetst tijdens de periodieke keuring ten behoeve van de afgifte van een keuringsrapport.\r\n                    '],moi,bedrijfsautos-zwaar-afmetingen-en-massas-massas.txt
     Driewielige motorrijtuigen      Algemene bouwwijze van het voertuig     Bovenbouw (#Artikel 5.5.4),"['\r\n          De bovenbouw van ', 'driewielige motorrijtuigen', ' moet deugdelijk op het onderstel dan wel het frame zijn bevestigd. Indien sprake is van corrosie, is het bepaalde in Aanvullende permanente eisen, hoofdstuk 1, titel 2, afdelingen 1, 2 en 3, van toepassing.\r\n        ', '\r\n                      Visuele controle.\r\n                    ', '\r\n', 'Hoofdstuk 1 Voertuigeisen', '\n', 'Titel 2. Algemene bouwwijze van het voertuig', '\n', 'Afdeling 1. Voertuigen zonder een volledig dragend chassis', '\n', 'Artikel 4', '\n', '\n    ', 'In deze afdeling wordt verstaan onder: ', '\n    roestschade: door corrosie over de gehele dikte verdwenen materiaal.', '\n    ', ""Roestschade wordt per onderdeel, per bevestiging van een onderdeel of per sectie van de bodemplaat uitgedrukt in de schade-eenheid 'E'."", '\n', '\n', 'Artikel 5', '\n', 'De in ', 'annex 1', '\xa0', 'vermelde onderdelen en bevestigingen van onderdelen van motorvoertuigen met een zelfdragende carrosserie mogen per onderdeel, per bevestiging van een onderdeel, of per sectie van een bodemplaat niet meer roestschade hebben dan 2E.', '\n', 'Artikel 6', '\n', ""Voor de bepaling van de mate van roestschade in schade-eenheden 'E', moet de volgende procedure worden gevolgd:"", '\n', '\n    ', 'de roestschade-omvang wordt per onderdeel, per bevestiging van een onderdeel of per sectie van de bodemplaat in procenten bepaald volgens het van toepassing zijnde beoordelingsprincipe zoals vermeld in deze afdeling;', '\n    ', 'aan de hand van ', 'annex 1\xa0', '\xa0wordt de te hanteren roestschadegradatie bij maximaal functieverlies van het beschadigde onderdeel, de beschadigde bevestiging van een onderdeel dan wel de beschadigde sectie van de bodemplaat bepaald;', '\n    ', 'het onder a bepaalde percentage roestschade wordt vermenigvuldigd met de onder b bepaalde roestschadegradatie.', '\n', '\n', 'Artikel 7', '\n', '\n    ', 'De bepaling van de roestschade-omvang van langs- en dwarsliggers geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:', '\n    ', '\n        ', 'de verhouding uitgedrukt in procenten tussen het beschadigde deel van de omtrek en de gehele omtrek van de dwarsdoorsnede, een eventuele versterking in de langs- of dwarsligger daarbij inbegrepen. Bij de berekening van de omtrek van de dwarsdoorsnede worden de bevestigingsflenzen niet meegerekend, en', '\n        ', 'de verhouding uitgedrukt in procenten tussen de lengte van de schade en de werkelijke lengte van de langs- of dwarsligger tussen de draagpunten, zoals weergegeven in figuur 1, of zoals bij het betreffende onderdeel in ', 'annex 1', '\xa0is omschreven.\xa0Voor de bepaling van de roestschade worden de bevestigingsflenzen meegerekend. ', '\n    ', '\n    ', '\n    ', 'Indien een plaatdeel samen met een voorgevormd profiel een koker vormt, wordt het geheel beoordeeld als een langs- of dwarsligger.', '\n', '\n', '\xa0', '\n', '\n', ' ', 'Figuur 1. Lengte langs- en dwarsliggers tussen de draagpunten.', '\n', '\n', ' ', '\n', 'Artikel 8 ', '\n', '\n    ', 'Voor de bepaling van de roestschade-omvang van de bodemplaat van de personenruimte wordt de bodemplaat in secties verdeeld, zoals weergegeven in figuur 2, waarna elke sectie afzonderlijk wordt beoordeeld.', '\n    ', 'De secties worden gevormd door de volgende sectielijnen:', '\n    Sectielijn 1: de middenkoker of de lengtehartlijn.', '\n    Sectielijn 2: het begin van de vlakke bodemplaat.', '\n    Sectielijn 3: de dwarsligger ter plaatse van de voorzijde van de voorste zitplaatsen of indien ter plaatse geen dwarsligger aanwezig is de voorzijde van de voorste zitplaatsen in de achterste gebruiksstand.', '\n    Sectielijn 4: elke voorzijde van de achter de voorste zitplaatsen (achter elkaar) gelegen zitplaatsen in de achterste gebruiksstand.', '\n    Sectielijn 5: het einde van de bodemplaat onder de personenruimte.', '\n', '\n', ' ', 'Figuur 2. Sectieverdeling bodemplaat personenruimte', '\n', '\n', '\n', 'Artikel 9', '\n', '\n    ', 'De bepaling van de roestschade-omvang van de bodemplaat van de personenruimte geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:\n    ', '\n        ', 'de verhouding uitgedrukt in procenten tussen het beschadigde oppervlak van de sectie en het gehele oppervlak van de sectie, en', '\n        ', 'de verhouding tussen de lengte van de schade aan de randen van de sectie en de totale randlengte van de sectie.', '\n    ', '\n    ', '\n    ', 'Roestschade die doorloopt in verschillende secties moet worden beoordeeld als schade die aanwezig is in de grootste van de betrokken secties.', '\n    ', 'Bij dubbele bodemplaten wordt de bovenste plaat beoordeeld zoals is aangegeven in het eerste lid; de onderste plaat wordt beoordeeld als één grote sectie.', '\n    ', 'Indien een gedeelte van de bodemplaat tevens deel uitmaakt van een langs- of dwarsligger (koker), moet dit gedeelte worden meegerekend voor de bepaling van het oppervlak dan wel de randlengte.', '\n', '\n', 'Artikel 10', '\n', 'De bepaling van de roestschade-omvang van wielkasten geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:', '\n', '\n    ', 'de verhouding uitgedrukt in procenten tussen het beschadigde oppervlak en het gehele oppervlak, en', '\n    ', 'de verhouding tussen de totale lengte van de schade aan de randen en de totale randlengte, en', '\n    ', 'de verhouding tussen de lengte van de schade per zijde van de wielkast en de bevestigingslengte van die zijde aan een ander onderdeel. ', '\n', '\n', 'Artikel 11', '\n', '\n    ', 'De bepaling van de roestschade-omvang van plaatdelen, met uitzondering van de bodemplaat en de wielkasten, geschiedt aan de hand van de volgende beoordelingsprincipes waarbij het hoogste percentage maatgevend is:\n    ', '\n        ', 'de verhouding uitgedrukt in procenten tussen het beschadigde oppervlak en het gehele oppervlak, en', '\n        ', 'de verhouding tussen de lengte van de schade aan de randen en de totale randlengte.', '\n    ', '\n    ', '\n    ', 'Indien een gedeelte van een plaatdeel tevens deel uitmaakt van een langs- of dwarsligger (koker), moet dit gedeelte worden meegerekend voor de bepaling van het oppervlak dan wel de randlengte.', '\n', '\n', 'Artikel 12', '\n', '\n    ', 'De roestschade-omvang van de bevestiging van onderdelen, met uitzondering van de bevestiging van plaatdelen en wielkasten, wordt bepaald door een schatting te maken omtrent de afname in procenten van de sterkte van de bevestiging van het ene onderdeel aan het andere, in het gebied dat wordt omsloten door een denkbeeldige lijn gelegen op een afstand van 100 mm rondom de bevestiging.', '\n    ', 'De roestschade in het gebied buiten de denkbeeldige lijn wordt buiten beschouwing gelaten.', '\n', '\n', 'Artikel 13', '\n', 'De beoordeling van roestschade vindt plaats:', '\n', '\n    ', 'door visuele controle, terwijl het voertuig zich boven een inspectieput of op een hefinrichting bevindt, en', '\n    ', 'in geval van twijfel:\xa0\n    ', '\n        ', 'door gebruik te maken van een hamertje met een bolle of afgeronde kop;', '\n        ', 'door middel van meten met een meetmiddel van voldoende bereik.', '\n    ', '\n    ', '\n', '\n', ' ', '\n', 'Afdeling 2. Voertuigen met een volledig dragend chassis', '\n', '§1. Chassisraam', '\n', 'Artikel 14', '\n', '\n    ', 'In deze paragraaf wordt verstaan onder:', '\n    roestschade: gedeeltelijk door corrosie verdwenen materiaal.', '\n    ', 'Roestschade in het chassisraam wordt per langs- of dwarsligger dan wel per profiel uitgedrukt in procenten.', '\n', '\n', ' ', '\n', 'Artikel 15', '\n', '\n    ', 'De langs- en dwarsliggers en asbevestigingen van het chassisraam, de trekinrichting van een middenasaanhangwagen, en alle profielen die deel uitmaken van de ondersteuning van de draaikrans of opleggerkoppeling dan wel koppelingsplaat mogen niet meer roestschade hebben dan het percentage genoemd in ', 'annex 2', '\xa0bij deze bijlage.', '\n    ', 'De beoordeling van de roestschade-omvang van de langs- en dwarsliggers van het chassisraam geschiedt aan de hand van de lengte van de langs- en dwarsliggers tussen de draagpunten.', '\n    ', 'In afwijking van het bepaalde in het eerste lid, moeten langs- en dwarsliggers van het chassisraam die uitsluitend voor de ondersteuning van de laadvloer zijn aangebracht, als hulplangs- of hulpdwarsbalk worden aangemerkt waarop paragraaf 2 van deze afdeling van toepassing is.', '\n    ', 'In afwijking van het bepaalde in het eerste lid, is op langs- en dwarsliggers en asbevestigingen van het chassisraam die zijn vervaardigd uit plaatmateriaal waarvan de dikte maximaal 2 mm bedraagt, paragraaf 2 van deze afdeling van toepassing.', '\n    ', 'Op een gedeeltelijk zelfdragende carrosserie in combinatie met een chassisraam zijn voor het zelfdragende deel de eisen van afdeling 1 van toepassing.', '\n', '\n', ' ', '\n', '§ 2. Overige onderdelen', '\n', 'Artikel 16', '\n', '\n    ', 'In deze paragraaf wordt verstaan onder:', '\n    roestschade: door corrosie over de gehele dikte verdwenen materiaal.', '\n    ', ""Roestschade wordt per onderdeel of per bevestiging van een onderdeel uitgedrukt in de schade-eenheid 'E'."", '\n', '\n', 'Artikel 17', '\n', 'De in ', 'annex 3', '\xa0vermelde onderdelen en bevestigingen van onderdelen van motorvoertuigen die niet zijn voorzien van een zelfdragende carrosserie en aanhangwagens met een toegestane maximummassa van meer dan 3.500 kg, mogen per onderdeel dan wel per bevestiging van een onderdeel niet meer roestschade hebben dan 2E.', '\n', 'Artikel 18', '\n', ""Voor de bepaling van de mate van roestschade in schade-eenheden 'E', moet de volgende procedure worden gevolgd:"", '\n', '\n    ', 'de roestschade-omvang wordt per onderdeel of per bevestiging van een onderdeel in procenten bepaald volgens het van toepassing zijnde beoordelingsprincipe;', '\n    ', 'aan de hand van\xa0', 'annex 3', '\xa0wordt de te hanteren roestschadegradatie bij maximaal functieverlies van het beschadigde onderdeel of de beschadigde bevestiging van een onderdeel bepaald;', '\n    ', 'het percentage roestschade, bedoeld in onderdeel a,\xa0wordt vermenigvuldigd met de in\xa0roestschadegradatie, bedoeld in onderdeel b.', '\n', '\n', ' ', '\n', 'Artikel 19', '\n', '\n    ', '\n    ', 'De bepaling van de roestschade-omvang van langs- en dwarsliggers geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:\xa0', '\n    ', '\n        ', 'de verhouding uitgedrukt in procenten tussen het beschadigde deel van de omtrek en de gehele omtrek van de dwarsdoorsnede, een eventuele versterking in de langs- of dwarsligger daarbij inbegrepen. Bij de berekening van de omtrek van de dwarsdoorsnede worden de bevestigingsflenzen niet meegerekend, en', '\n        ', 'de verhouding uitgedrukt in procenten tussen de lengte van de schade en de werkelijke lengte van de langs- of dwarsligger tussen de draagpunten, zoals weergegeven in figuur 3, of zoals bij het betreffende onderdeel in ', 'annex 3', '\xa0', ' is omschreven.\xa0Voor de bepaling van de roestschade worden de bevestigingsflenzen meegerekend.\xa0\xa0', '\n    ', '\n    ', '\n    ', 'Indien een plaatdeel samen met een voorgevormd profiel een koker vormt, wordt het geheel beoordeeld als een langs- of dwarsligger.\n    ', '\n    ', ' ', 'Figuur 3. Lengte dwars- of langsligger tussen de draagpunten', '\xa0', '\n    ', 'Artikel 20', '\n    ', '\n    ', '\n    ', '\n        ', '\n        ', 'De bepaling van de roestschade-omvang van plaatdelen geschiedt aan de hand van de volgende beoordelingsprincipes, waarbij het hoogste percentage maatgevend is:', '\n        ', '\n            ', 'de verhouding uitgedrukt in procenten tussen het beschadigde oppervlak en het gehele oppervlak, en', '\n            ', 'de verhouding uitgedrukt in procenten tussen de lengte van de schade aan de randen en de totale randlengte.', '\n        ', '\n        ', '\n        ', 'Indien een gedeelte van een plaatdeel tevens deel uitmaakt van een langs- of dwarsligger (koker), moet dit gedeelte worden meegerekend voor de bepaling van het oppervlak dan wel de randlengte.', '\n    ', '\n    ', ' ', '\n    ', 'Artikel 21', '\n    ', '\n        ', 'De roestschade-omvang van de bevestiging van onderdelen, met uitzondering van de bevestiging van plaatdelen, wordt bepaald door een schatting te maken omtrent de afname in procenten van de sterkte van de bevestiging van het ene onderdeel aan het andere in het gebied dat wordt omsloten door een denkbeeldige lijn, gelegen op een afstand van 100 mm rondom de bevestiging.', '\n        ', 'De roestschade in het gebied buiten de denkbeeldige lijn wordt buiten beschouwing gelaten.', '\n    ', '\n    ', ' ', '\n    ', 'Artikel 22', '\n    ', 'De beoordeling van roestschade vindt plaats:', '\n    ', '\n        ', 'door visuele controle, terwijl het voertuig zich boven een inspectieput of op een hefinrichting bevindt, en', '\n        ', 'in geval van twijfel:\xa0\n        ', '\n            ', 'door gebruik te maken van een hamertje met een bolle of afgeronde kop;', '\n            ', 'door middel van meten met een meetmiddel van voldoende bereik.', '\n        ', '\n        ', '\n    ', '\n    ', 'Afdeling 3. Roestschadereparatie', '\n    ', 'Artikel 23', '\n    ', 'Een roestschadereparatie moet zodanig zijn uitgevoerd dat het onderdeel, de bevestiging van het onderdeel of de sectie van de bodemplaat zijn oorspronkelijke functie weer kan vervullen.', '\n    ', '\n    ', '\n    ', 'Artikel 24', '\n    ', '\n        ', 'Voor alle onderdelen, bevestigingen van onderdelen of secties van de bodemplaat waarvoor een roestschadegradatie is gegeven, geldt dat:\n        ', '\n            ', 'reparaties met pasklare gedeelten, waarbij elk deel deugdelijk aan het oorspronkelijke materiaal is gelast, toegestaan zijn;', '\n            ', 'vervanging van delen is toegestaan mits deugdelijk gelast dan wel bevestigd met bouten, indien de oorspronkelijke bevestiging heeft plaatsgevonden door middel van bouten of klinknagels;', '\n            ', 'een reparatie die niet volgens onderdeel a of b is uitgevoerd, als roestschade wordt aangemerkt en beoordeeld, waarbij de grootte van de reparatie wordt gezien als de grootte van de roestschade, tenzij anders wordt aangetoond.', '\n        ', '\n        ', '\n        ', 'Onder deugdelijk gelast als genoemd in het eerste lid, onderdelen a en b, wordt verstaan: ', '\n        ', '\n            ', 'kettinglassen welke ten minste 50% van de omtrek van het te lassen gedeelte bestrijken en goed zijn verdeeld over die omtrek, of', '\n            ', 'proplassen (gatlassen) met ten minste een diameter van 4 mm en een onderlinge afstand van niet meer dan 20 mm.', '\n        ', '\n        ', '\n    ', '\n    ', ' ', '\n    ', 'Artikel 25', '\n    ', '\n        ', 'De trekinrichting van een middenasaanhangwagen, langs- en dwarsliggers en asbevestigingen die deel uitmaken van het chassisraam, bedoeld in paragraaf 1 van afdeling 2, mogen niet zijn gerepareerd met plaatdelen welke over de roestschade zijn aangebracht.', '\n        ', 'In afwijking van het eerste lid mogen de trekinrichting van een middenasaanhangwagen en een aanhangwagen met een stijve dissel, langs- en dwarsliggers en asbevestigingen wel gerepareerd worden met plaatdelen welke over de roestschade zijn aangebracht, indien de dikte van deze plaatdelen ten minste gelijk is aan de grootste dikte van het te repareren deel. De plaatdelen moeten deugdelijk zijn gelast. Hieronder worden verstaan kettinglassen welke ten minste 75% van de omtrek van het te lassen gedeelte bestrijken. De lassen moeten goed zijn verdeeld over de omtrek.', '\n        ', 'De profielen die deel uitmaken van de ondersteuning van de draaikrans of opleggerkoppeling dan wel koppelingsplaat mogen niet zijn gerepareerd met plaatdelen welke over de roestschade zijn aangebracht.', '\n    ', '\n    ', 'Artikel 26', '\n    ', 'Een afwijkende reparatie, zoals bedoeld in de artikelen 24 en 25 is toegestaan, indien dit door middel van documentatie van de voertuigfabrikant wordt aangetoond. De reparatie moet volgens voorschrift van de voertuigfabrikant zijn uitgevoerd.', '\n    ', 'Artikel 27', '\n    ', 'De beoordeling van de roestschadereparatie vindt plaats:', '\n    ', '\n        ', 'door visuele controle, terwijl het voertuig zich boven een inspectieput of op een hefinrichting bevindt, en', '\n        ', 'in geval van twijfel door middel van meten met een meetmiddel van voldoende bereik.', '\n    ', '\n    ', ' ', '\n    ', '\r\n                ', '\r\n                ', 'Rekenvoorbeelden roestschade.', ' (pdf, 437kb)', '\xa0', '\n    ', '\n', '                    ']",reg,algemene-bouwwijze-van-het-voertuig-driewielige-motorrijtuigen-bovenbouw.txt
